what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396975394673
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396976142034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396976400839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396977326695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396977968140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396977969522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979037128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979162027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979942382
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1396979945288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979945297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979982347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396979982895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980001831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980065913
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980077269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980124170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980171038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396980516746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981198062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981200411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981247276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981248529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981253026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981253350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981254862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981258965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981338510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981339900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981416466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981417123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981420309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981420570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981713143
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981715122
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981717745
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981720209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981942334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396981943403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396982083312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396982115507
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396982774465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1396982820595
